gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT2G16780	-0.726861018179984	-0.7253114163069698	0.9180741225014188	0.5340983119855341	2	#FFFFB3
AT3G02550	-0.8988231583538167	-0.7054892166075208	0.9877891665631519	0.6165232083981861	2	#FFFFB3
AT1G23860	1.0386819595544605	0.6191427903652805	-0.7697385597014582	-0.8880861902182815	3	#BEBADA
AT1G78020	-0.6831742215572454	-1.0726713622358472	1.0410150320260094	0.7148305517670834	1	#8DD3C7
AT2G36630	1.100497309220296	0.638011732509063	-0.7718620593079374	-0.9666469824214203	3	#BEBADA
AT2G40290	-0.8507627771012827	-0.7961726126037008	1.1282896467338677	0.5186457429711133	1	#8DD3C7
AT3G05600	-0.8723580064857317	-0.9220808017286024	0.9724074307027614	0.8220313775115733	2	#FFFFB3
AT1G22400	0.6038160872196007	1.0466334135032456	-0.7890663605905156	-0.8613831401323311	3	#BEBADA
AT2G20950	-0.9948734913676557	-0.7945846582832021	1.0907834555282885	0.6986746941225689	2	#FFFFB3
AT3G23800	-1.036085465200323	-0.8027206916427243	1.0439127990891124	0.7948933577539355	2	#FFFFB3
AT4G34350	-0.987175817882034	-0.6644061934902468	0.7994473902777074	0.8521346210945719	2	#FFFFB3
AT5G20550	-0.43128727649096593	-1.1980215908047027	0.8620922610446332	0.7672166062510369	2	#FFFFB3
AT3G53650	-0.9125847190718805	-0.9338415363846291	0.988970519651427	0.8574557358050824	2	#FFFFB3
AT1G47260	-0.36939608948855485	-1.2264635000485609	1.0172694716539712	0.5785901178831414	1	#8DD3C7
AT5G42090	1.1840161543330692	0.5772758967459097	-0.6257800787984424	-1.1355119722805347	3	#BEBADA
AT5G44550	0.7682998780191476	0.5873156704010888	-0.46228932349063107	-0.893326224929605	3	#BEBADA
